ENSG00000000003.13	4289
ENSG00000000005.5	5
ENSG00000000419.11	3015
ENSG00000000457.12	821
ENSG00000000460.15	1648
ENSG00000000938.11	634
ENSG00000000971.14	332
ENSG00000001036.12	545
ENSG00000001084.9	2444
ENSG00000001167.13	4455
ENSG00000001460.16	482
ENSG00000001461.15	866
ENSG00000001497.15	5877
ENSG00000001561.6	743
ENSG00000001617.10	699
ENSG00000001626.13	1
ENSG00000001629.8	3191
ENSG00000001630.14	235
ENSG00000001631.13	3517
ENSG00000002016.15	1004
ENSG00000002079.11	16
ENSG00000002330.12	341
ENSG00000002549.11	3469
ENSG00000002586.16	1388
ENSG00000002587.8	22
ENSG00000002726.18	6
ENSG00000002745.11	3
ENSG00000002746.13	60
ENSG00000002822.14	3399
ENSG00000002834.16	19696
ENSG00000002919.13	1636
ENSG00000002933.6	662
ENSG00000003056.6	9807
ENSG00000003096.12	130
ENSG00000003137.7	67
ENSG00000003147.16	222
ENSG00000003249.12	397
ENSG00000003393.13	1715
ENSG00000003400.13	1067
ENSG00000003402.18	5618
ENSG00000003436.13	182
ENSG00000003509.14	867
ENSG00000003756.15	7763
ENSG00000003987.12	460
ENSG00000003989.15	2094
ENSG00000004059.9	14912
ENSG00000004139.12	150
ENSG00000004142.10	5869
ENSG00000004399.11	4208
ENSG00000004455.15	1763
ENSG00000004468.11	1809
ENSG00000004478.7	68021
ENSG00000004487.14	11252
ENSG00000004534.13	7767
ENSG00000004660.13	151
ENSG00000004700.14	2213
ENSG00000004766.14	1770
ENSG00000004776.10	73
ENSG00000004777.17	2784
ENSG00000004779.8	12745
ENSG00000004799.7	172
ENSG00000004809.12	0
ENSG00000004838.12	23
ENSG00000004846.15	156
ENSG00000004848.6	8
ENSG00000004864.12	5950
ENSG00000004866.17	1158
ENSG00000004897.10	4045
ENSG00000004939.12	172
ENSG00000004948.12	7
ENSG00000004961.13	1628
ENSG00000004975.10	3902
ENSG00000005001.8	41
ENSG00000005007.11	10401
ENSG00000005020.11	1411
ENSG00000005022.5	14561
ENSG00000005059.14	138
ENSG00000005073.5	2
ENSG00000005075.14	3093
ENSG00000005100.11	9113
ENSG00000005102.11	29
ENSG00000005108.14	72
ENSG00000005156.10	4447
ENSG00000005175.8	2342
ENSG00000005187.10	58
ENSG00000005189.18	387
ENSG00000005194.13	2920
ENSG00000005206.15	1394
ENSG00000005238.18	4131
ENSG00000005243.8	18
ENSG00000005249.11	2518
ENSG00000005302.16	3235
ENSG00000005339.11	7846
ENSG00000005379.14	118
ENSG00000005381.7	92
ENSG00000005421.7	5
ENSG00000005436.12	2711
ENSG00000005448.15	1431
ENSG00000005469.10	269
ENSG00000005471.14	31
ENSG00000005483.18	2618
ENSG00000005486.15	2981
ENSG00000005513.9	206
ENSG00000005700.13	2432
ENSG00000005801.15	1314
ENSG00000005810.16	1529
ENSG00000005812.9	964
ENSG00000005844.16	1912
ENSG00000005882.10	219
ENSG00000005884.16	453
ENSG00000005889.14	1563
ENSG00000005893.14	2385
ENSG00000005961.16	727
ENSG00000005981.11	5
ENSG00000006007.10	4336
ENSG00000006015.16	1571
ENSG00000006016.9	724
ENSG00000006025.10	80
ENSG00000006042.10	362
ENSG00000006047.11	137
ENSG00000006059.3	0
ENSG00000006062.12	1438
ENSG00000006071.10	141
ENSG00000006116.3	3
ENSG00000006118.13	3249
ENSG00000006125.15	11993
ENSG00000006128.10	23
ENSG00000006194.9	5155
ENSG00000006210.6	618
ENSG00000006282.18	612
