ENSG00000242268.2	726.099087112
ENSG00000270112.3	1208.98265042
ENSG00000167578.15	74507.6886468
ENSG00000273842.1	0.0
ENSG00000078237.5	420371.259447
ENSG00000146083.10	777121.018018
ENSG00000225275.4	0.0
ENSG00000158486.12	12853.7982112
ENSG00000198242.12	3344740.47684
ENSG00000259883.1	2005.95467646
ENSG00000231981.3	0.0
ENSG00000269475.2	1079.64471592
ENSG00000201788.1	0.0
ENSG00000134108.11	884013.455688
ENSG00000263089.1	4214.80082101
ENSG00000172137.17	4540.78407384
ENSG00000167700.7	39308.1288574
ENSG00000234943.2	0.0
ENSG00000240423.1	1223.56887306
ENSG00000060642.9	69967.0110878
ENSG00000271616.1	0.0
ENSG00000234881.1	0.0
ENSG00000236040.1	0.0
ENSG00000231105.1	7070.6058745
ENSG00000243044.1	0.0
ENSG00000182141.8	73127.0858253
ENSG00000269416.4	48174.5595782
ENSG00000264981.1	0.0
ENSG00000275265.1	2266.06748066
ENSG00000185105.4	0.0
ENSG00000233540.1	0.0
ENSG00000102174.8	4037.67506148
ENSG00000271647.1	0.0
ENSG00000166391.13	373.662975489
ENSG00000270469.1	0.0
ENSG00000070087.12	455435.098625
ENSG00000262950.1	0.0
ENSG00000255420.1	329.833878343
ENSG00000280038.1	0.0
ENSG00000266261.1	902.855257179
ENSG00000153561.11	266402.809686
ENSG00000269148.1	7422.55742192
ENSG00000274458.1	0.0
ENSG00000273406.1	2166.09391533
ENSG00000179262.8	1194413.72658
ENSG00000214198.6	3009.09023796
ENSG00000278099.1	0.0
ENSG00000166368.2	0.0
ENSG00000206072.11	0.0
ENSG00000234900.1	0.0
ENSG00000258630.1	303.074868812
ENSG00000127511.8	250922.372462
ENSG00000220993.1	0.0
ENSG00000225269.2	0.0
ENSG00000214062.5	2136.17549109
ENSG00000095587.8	5439.28478212
ENSG00000274219.1	0.0
ENSG00000230100.1	5728.11502055
ENSG00000064601.15	403286.29471
ENSG00000227766.1	206108.307839
ENSG00000008517.15	383796.201486
ENSG00000215246.5	1332.50234539
ENSG00000266644.1	1841.17982803
ENSG00000236893.1	0.0
ENSG00000254465.1	0.0
ENSG00000088179.7	49092.2303659
ENSG00000070081.14	91643.4722187
ENSG00000275479.1	14986.3474375
ENSG00000166634.5	9681.32116149
ENSG00000261789.1	930.560201894
ENSG00000254092.1	0.0
ENSG00000197421.8	187.875492657
ENSG00000161558.9	36355.9637484
ENSG00000276644.3	24968.1614089
ENSG00000260900.1	0.0
ENSG00000278732.1	0.0
ENSG00000196167.8	1770.9733832
ENSG00000268465.1	0.0
ENSG00000264438.2	0.0
ENSG00000204113.6	420.841103551
ENSG00000207000.1	0.0
ENSG00000254131.1	1227.45321869
ENSG00000118972.1	1024.91123628
ENSG00000264104.1	0.0
ENSG00000179833.4	221692.841774
ENSG00000264576.1	0.0
ENSG00000064225.11	4919.18274666
ENSG00000267108.1	6137.26609345
ENSG00000221372.1	0.0
ENSGR0000264510.4	0.0
ENSG00000057294.12	67341.7469404
ENSG00000227535.2	0.0
ENSG00000252628.2	0.0
ENSG00000166007.11	0.0
ENSG00000273055.1	6598.78850367
ENSG00000242041.1	115254.519749
ENSG00000278923.1	0.0
ENSG00000167768.4	414.413466117
ENSG00000280159.1	424.130277128
ENSG00000235240.1	2962.81811408
ENSG00000264172.1	0.0
ENSG00000199903.1	0.0
ENSG00000200058.1	0.0
ENSG00000275358.1	818.302145793
ENSG00000218358.2	20664.718745
ENSG00000266460.1	0.0
ENSG00000260371.1	0.0
ENSG00000264091.1	0.0
ENSG00000238921.2	0.0
ENSG00000274815.1	0.0
ENSG00000269349.1	72642.9132152
ENSG00000200291.1	0.0
ENSG00000233614.6	1795.23047655
ENSG00000022567.8	310048.865186
ENSG00000241670.3	0.0
ENSG00000278933.1	0.0
ENSG00000202175.1	4444.22717112
ENSG00000120662.14	84020.3072788
ENSG00000235523.1	0.0
ENSG00000249848.1	0.0
ENSG00000277826.1	0.0
ENSG00000230225.1	813.781139462
ENSG00000239877.2	0.0
ENSG00000201398.1	0.0
ENSG00000281474.1	0.0
ENSG00000272905.1	1543.50404745
ENSG00000259952.1	0.0
ENSG00000260812.1	1099.21183763
ENSG00000225630.1	901190.509699
ENSG00000230231.1	0.0
ENSG00000164283.11	1721.62269634
ENSG00000231880.2	0.0
ENSG00000227489.1	0.0
ENSG00000254555.1	1808.87842754
ENSG00000013392.7	33184.5124989
ENSG00000258279.2	0.0
ENSG00000226688.5	4567.67792587
ENSG00000250929.2	927.212863039
ENSG00000204581.2	1802.5536778
ENSG00000225620.1	1412.41192288
ENSG00000258477.1	3099.38087284
ENSG00000225488.1	0.0
ENSG00000184178.14	91775.7329666
ENSG00000237786.1	1552.80226461
ENSG00000166913.11	1941997.83027
ENSG00000275856.1	0.0
ENSG00000164112.11	3409.59227414
ENSG00000259345.4	28940.9389379
ENSG00000130204.11	582506.455732
ENSG00000280387.1	1652.34087131
ENSG00000189099.10	1042.52851739
ENSG00000232879.2	2979.94423034
ENSG00000111863.11	120249.007371
ENSG00000164182.9	99861.8282344
ENSG00000109618.10	64606.7401788
ENSG00000271623.1	0.0
ENSG00000279345.1	2934.15112037
ENSG00000214866.6	289.623793174
ENSG00000153015.14	111790.137794
