0.690,0.944,0.333,0.409,0.649
0.019,0.890,0.993,0.292,0.852
0.811,0.912,0.650,0.154,0.660
0.349,0.528,0.780,0.304,0.629
0.425,0.182,0.918,0.483,0.101
0.440,0.933,0.532,0.911,0.633
0.861,0.623,0.610,0.388,0.921
0.422,0.533,0.768,0.398,0.055
0.934,0.992,0.219,0.501,0.690
0.893,0.635,0.617,0.959,0.333
0.959,0.685,0.823,0.213,0.025
0.082,0.318,0.789,0.541,0.370
0.342,0.459,0.055,0.769,0.419
0.381,0.806,0.157,0.679,0.808
0.950,0.676,0.492,0.223,0.017
0.392,0.296,0.261,0.096,0.273
0.550,0.713,0.873,0.011,0.588
0.979,0.243,0.352,0.174,0.620
0.245,0.683,0.767,0.828,0.343
0.865,0.079,0.676,0.183,0.676
0.046,0.134,0.471,0.867,0.325
0.141,0.507,0.318,0.990,0.495
0.121,0.666,0.502,0.499,0.417
0.401,0.721,0.983,0.115,0.120
0.506,0.226,0.372,0.437,0.991
0.271,0.742,0.619,0.216,0.690
0.174,0.214,0.451,0.462,0.396
0.702,0.651,0.907,0.919,0.761
0.096,0.406,0.724,0.705,0.424
0.775,0.410,0.917,0.737,0.568
0.745,0.921,0.431,0.319,0.569
0.434,0.798,0.948,0.536,0.488
0.133,0.357,0.091,0.890,0.405
0.064,0.209,0.605,0.757,0.729
0.190,0.185,0.231,0.465,0.268
0.949,0.086,0.150,0.813,0.159
0.487,0.935,0.357,0.773,0.078
0.766,0.226,0.086,0.590,0.270
0.500,0.942,0.059,0.162,0.358
0.910,0.823,0.503,0.678,0.704
0.785,0.817,0.791,0.825,0.863
0.264,0.009,0.606,0.814,0.567
0.350,0.707,0.805,0.533,0.456
0.277,0.839,0.462,0.564,0.351
0.234,0.200,0.576,0.422,0.893
0.382,0.410,0.158,0.669,0.747
0.474,0.550,0.319,0.321,0.840
0.731,0.559,0.679,0.786,0.609
0.837,0.611,0.323,0.315,0.376
0.028,0.834,0.694,0.525,0.391
0.382,0.620,0.544,0.035,0.762
0.189,0.558,0.881,0.658,0.284
0.935,0.384,0.314,0.535,0.638
0.342,0.381,0.568,0.535,0.670
0.389,0.696,0.936,0.396,0.108
0.328,0.920,0.613,0.117,0.984
0.493,0.067,0.046,0.605,0.137
0.873,0.517,0.960,0.516,0.358
0.628,0.494,0.241,0.335,0.688
0.838,0.304,0.814,0.303,0.192
0.776,0.380,0.243,0.434,0.273
0.512,0.768,0.074,0.956,0.250
0.453,0.847,0.356,0.420,0.589
0.427,0.962,0.274,0.461,0.714
0.962,0.572,0.148,0.482,0.025
0.317,0.512,0.857,0.436,0.165
0.056,0.809,0.641,0.124,0.314
0.934,0.147,0.124,0.442,0.224
0.140,0.266,0.954,0.282,0.929
0.611,0.992,0.620,0.026,0.082
0.200,0.872,0.385,0.197,0.053
0.473,0.121,0.511,0.854,0.458
0.885,0.118,0.311,0.573,0.371
0.343,0.153,0.227,0.070,0.789
0.502,0.369,0.829,0.748,0.207
0.859,0.462,0.021,0.891,0.050
0.241,0.680,0.117,0.616,0.947
0.543,0.300,0.341,0.025,0.595
0.023,0.600,0.700,0.028,0.240
0.767,0.655,0.518,0.218,0.234
0.989,0.181,0.377,0.700,0.974
0.219,0.394,0.955,0.198,0.863
0.890,0.369,0.610,0.337,0.895
0.500,0.651,0.207,0.856,0.646
0.240,0.739,0.406,0.583,0.718
0.360,0.643,0.310,0.923,0.395
0.446,0.986,0.977,0.813,0.001
0.396,0.023,0.637,0.692,0.425
0.817,0.767,0.177,0.795,0.066
0.959,0.628,0.698,0.222,0.285
0.914,0.732,0.344,0.651,0.496
0.516,0.629,0.989,0.688,0.662
0.450,0.575,0.866,0.484,0.473
0.122,0.413,0.986,0.965,0.392
0.206,0.264,0.057,0.697,0.922
0.812,0.365,0.095,0.961,0.470
0.655,0.158,0.579,0.594,0.846
0.052,0.783,0.078,0.361,0.497
0.879,0.923,0.195,0.362,0.571
0.186,0.876,0.844,0.174,0.687
